path,class,tags
friends/116813742_292859618673866_8708750200147302039_n.jpg,friends,"['friends', 'spoungebob', 'fashionstore', 'printdesign', 'design', 'onlineshopping', 'artist', 'fashiin', 'graphic_designer', 'cartoon', 'textile', 'shopping', 'textile2020', 'graphicdesign', 'shinchanlover', 'printondemand', 'shinchan', 'graphic_art']"
friends/117094693_154976659508969_6605837594745878069_n.jpg,friends,"['art', 'summer', 'fun', 'family', 'tbt', 'cute', 'instalike', 'nature', 'happy', 'smile', 'girl', 'repost', 'friends', 'food', 'fashion', 'like4like', 'selfie', 'me', 'likeforlike', 'followme', 'fitness']"
friends/116909287_338838800592114_4009020433589352214_n.jpg,friends,"['friends', 'amigaeirma', 'bffs', 'frasesdeamigas', 'amigasualouca', 'amizade', 'amizadeeterna', 'amiga', 'sister', 'migasualouca', 'amigasprasempre', 'memesdeamiga', 'amigalinda', 'melhoresamigas', 'amigas', 'migasuatrouxa', 'marquesuaamiga']"
friends/117299903_1018402415278860_5973219550665677975_n.jpg,friends,"['friends', 'wedding', 'Belgium', 'Lille', 'mariage', 'França', 'Belgique', 'Lauwe', 'tbt', 'memories', 'birthday', 'latergram', 'terbiest', 'Menin', 'France']"
friends/116867183_289197322337608_2406481936349762251_n.jpg,friends,"['goals', 'costarica', 'parejas', 'libros', 'astro', 'erotic', 'vida', 'lectores', 'onlyfan', 'good', 'argentina', 'alma', 'baby', 'novios', 'sensual', 'astral', 'panama', 'frasesdeamor', 'colombia', 'friends', 'deus', 'like', 'amistad', 'escritos', 'poesia', 'frasesdeldia']"
friends/117049135_1018882511880604_6609241324386046322_n.jpg,friends,"['likeforfollow', 'igdaily', 'vietquotes', 'trichdan', 'followforfollowback', 'losangeles', 'hiensquotes', 'thanhxuancuachungta', 'deeplove', 'tri', 'quotesviet', 'trichdanhay', 'friends', 'deeplovequotes', 'trichdanviet', 'suutam', 'thanhxuancuatoi', 'quotes', 'quotesvn', 'thanhxuan', 'vietquote', 'likeforlikes', 'followers', 'hienquotes', 'quote']"
friends/116805871_108584627531439_3786616148912458041_n.jpg,friends,"['throwback', 'energylandia', 'friends', 'happytime']"
friends/117360056_315267256284991_1116961733459762395_n.jpg,friends,"['art', 'new', 'fun', 'couples', 'trending', 'feministclub', 'movie', 'classy', 'dress', 'friends', 'manifestation', 'cars', 'trendy', 'fashion', 'lawofattraction', 'selflove', 'luxurycars', 'confidence', 'nudenails', 'luxury', 'world', 'outfits', 'makeup', 'lux', 'luxuryhomes']"
friends/117107774_166072714988052_8892230431392377371_n.jpg,friends,"['lol', 'instafollow', 'fun', 'instalike', 'healthy', 'funny', 'happy', 'l4l', 'girls', 'instapic', 'girl', 'gym', 'friends', 'hot', 'instafood', 'instalove', 'ınstacool', 'igers', 'like4like', 'iphoneonly', 'iphonesia', 'likeforlike', 'home', 'hair', 'instamood', 'instasize']"
friends/117129480_1695893217231303_3287488453091637593_n.jpg,friends,"['friends', 'brutas', 'amizadeverdadeira', 'teamoamiga', 'amigas']"
friends/116877065_217598822950883_1784769945603918941_n.jpg,friends,"['likecolors', 'friends', 'color', 'girlfriend', 'likeforfollow', '懷念', 'likeforlikes', 'followme', 'followersinstagram', 'women', 'makeup', 'like4likes']"
friends/116887410_723434105105597_6611014250013604394_n.jpg,friends,"['friends', 'poland', 'summer', 'warsaw']"
friends/117141618_2686144318309169_6370822037445443280_n.jpg,friends,"['friends', 'maya', 'riley', 'smackle', 'girlmeetsworld', 'gmw', 'boymeetsworld', 'farkle']"
friends/117165148_579077042776869_2793731035208726769_n.jpg,friends,"['redhair', 'amiche', 'sea', 'rossa', 'blondehair', 'mare', 'sunnyday', 'torreastura', 'sole', 'friends', 'brownhair', 'sunny', 'castello', 'amicizia', 'felicità', 'bionda', 'happymoments', 'castana', 'friendship', 'sun']"
friends/117245776_739446389932784_4593830541632213181_n.jpg,friends,"['art', 'flowers', 'fun', 'family', 'instalike', 'nature', 'funny', 'dog', 'bestoftheday', 'lifestyle', 'baby', 'girl', 'gym', 'friends', 'beauty', 'food', 'beach', 'artist', 'fashion', 'design', 'fitness', 'hair', 'amazing']"
friends/117367474_2685441738391382_1988918114062084825_n.jpg,friends,"['friends', 'brasildublado', 'netflixbrasil']"
friends/117306986_3170496749736401_5582284948996222889_n.jpg,friends,"['mountjoy', 'goodtimes', 'music', 'entertainment', 'karaokebar', 'lancaster', 'brewery', 'karaoke', 'pub', 'bubesbrewery', 'karaokenight', 'bar', 'vocals', 'karaokeroom', 'speaker', 'lancasterpa', 'friends', 'cover', 'food', 'lancasterpennsylvania', 'singing', 'restaurant', 'sing', 'karaokenights', 'nightlife', 'drinks', 'karaoketime', 'singers', 'discoverlancaster', 'party']"
friends/117175581_108574910868645_8286503962987791464_n.jpg,friends,"['friends', 'rich', 'f4f', 'l4l', 'buisness', '2020', 'corona', 'money']"
friends/116873222_3302817723095048_2202573311579084700_n.jpg,friends,"['friends', 'vizla', 'terrier', 'bestbuddies', 'retriever', 'doglovers', 'drahthaar']"
friends/108130085_164723005133718_2123883585834154505_n.jpg,friends,"['ilyibf', 'ibfmeet', 'bestfriends', 'forever', 'findyouribf', 'ibfalways', 'ibf', 'ibfmaking', 'internetfriends', 'helper', 'friendsforever', 'ibfgoals', 'friends', 'longdistancefriendship', 'worldwide', 'ilyfriend', 'application', 'ibffinder', 'longlasting', 'ibfs', 'internetbestfriends', 'single', 'ibfapplication', 'ibffinders', 'meetibf', 'longlastingfriendship', 'longdistance', 'friendships', 'ibfapplications']"
friends/116890874_3511575872186501_5831632930230611205_n.jpg,friends,"['hope', 'faith', 'friendshipquotes', 'relationships', 'encouragement', 'inspiration', 'thankful', 'staystrong', 'challenges', 'support', 'smile', 'laugh', 'words', 'friends', 'positivequotes', 'pray', 'grateful', 'haveagreatday', 'quotes', 'motivation', 'thebestquotes', 'goodwords']"
friends/117049140_632019217691038_1910563182714665517_n.jpg,friends,"['naamkarann', 'babies', 'wewantadizaback', 'neilkhanna', 'naamkaran', 'weloveadiza', 'wedemandadizaback', 'couple', 'zainimam', 'friendsforever', 'friends', 'adiza', '❤️', 'wewantadiza', 'adizaforever', 'couplegoals', 'bestcouple', 'aditirathore', 'electriccoupleavneil', 'electriccoupleadiza', 'avniayesha', 'wewantadizabacktogetheronscreen', 'avneil']"
friends/116865828_232751991186006_5396752865391967023_n.jpg,friends,"['friends', 'drawing', 'happy', 'art', 'lifestyle', 'feminism', 'blackandwhite', 'artist', 'decoration', 'france', 'family', 'painting', 'creative', 'weekend', 'architecture', 'psy']"
friends/116890874_781098402628250_9048539496741051376_n.jpg,friends,"['friends', 'reggaebarxtra', 'reggaebar', 'kualalumpur', 'cheers', 'playcards', 'chill']"
friends/116794531_214612666609699_1886217534753427533_n.jpg,friends,"['friends', 'useanalapratas', 'amamospratas', 'pratas950', 'loucasporpratas', 'perfeic', 'pratas925', 'riodasostras', 'analapratas', 'riodejaneiro', 'prata950', 'friendship', 'anala', 'apaixonadasporpratas', 'lookdodia', 'pratas']"
friends/116878975_1217952575264076_3838873401954781870_n.jpg,friends,"['people', 'creating', 'art', 'job', 'criadoradeconteudo', 'inspiration', 'happy', 'camposdosgoytacazes', 'smile', 'girl', 'aethetic', 'graphicdesign', 'friends', '1000seguidores', 'feelings', 'artist', 'moment', 'feedbacks', 'win', 'positive', 'design', 'gratitude', 'creator', 'orange']"
friends/117300881_164924945156763_763458712788348440_n.jpg,friends,"['mylife', 'битвамашин', 'fun', 'interesting', 'природа', 'Lizardum', 'минипутешествие', 'nature', 'happy', 'веселье', 'Беларусь', 'friends', 'отдых', 'интересно', 'car', 'Belarus', 'техника', 'друзья', 'ЛинияСталина']"
friends/117114346_590188424950175_559016151932201159_n.jpg,friends,"['sardari', 'gururandhawa', 'avneetkaur', 'trending', 'dost', 'yaar', 'dosti', '♥️', 'black', 'yaari', 'Yrr_kamine_', 'yaariyan', 'avneetians', 'jatt', 'friends', 'like', 'punjabi', 'yaarbeli', 'fashion', 'haryana', 'tiktok', 'likeforlikes', 'friendship', 'College_memories']"
friends/116902684_347013503358269_7175967035927164796_n.jpg,friends,"['art', 'summer', 'fun', 'family', 'tbt', 'cute', 'instalike', 'nature', 'happy', 'smile', 'girl', 'repost', 'friends', 'food', 'fashion', 'like4like', 'selfie', 'me', 'likeforlike', 'followme', 'fitness']"
friends/117112327_115450763420984_3115386496117138932_n.jpg,friends,"['elegantbride', 'suit', 'weddingphotography', 'elegantwedding', 'weddinginspiration', 'weddingdetails', 'friends', 'groomstyle', 'weddingflorist', 'realwedding', 'boutonnieres', 'groom', 'weddingflowers', 'elegantweddingideas', 'weddingideas', 'eventplanner', 'wedding', 'weddingday', 'groomsmen', 'weddingplanner', 'weddingplanning']"
friends/117197880_981622102263324_3115253537755651414_n.jpg,friends,['friends']
friends/116444486_790265255051157_7371366427402609985_n.jpg,friends,"['friends', 'exoedit', 'exoship', 'chanho', 'hunhan', 'exo', 'kpop', 'sulay', 'bts', 'chanbaek', 'sekai']"
friends/117271266_324139325635578_77629948552082875_n.jpg,friends,['friends']
friends/117250695_325040095295042_7620338523469552845_n.jpg,friends,"['art', 'summer', 'fun', 'tbt', 'cute', 'nature', 'happy', 'potraitphotography', 'smile', 'girl', 'canon80d', 'punemodels', 'repost', 'friends', 'fashion', 'like4like', 'selfie', 'me', 'kunaya_surve118', 'followme']"
friends/117385959_2378365692466154_7826054593401355050_n.jpg,friends,"['nohow', 'fitnessmodel', 'mensfashion', 'modeling', 'shooting', 'diet', 'walking', 'likebackalways', 'sonyalpha', 'wheyprotein', 'lifestyle', 'zara', 'hairstyle', 'memories', 'gentleman', 'like4likes', 'friends', 'positivevibes', 'outfit', 'automne', 'fashion', 'wolf', 'husky', 'white', 'fitness', 'likeforlikes']"
friends/117190590_697089630874813_3401284120052490483_n.jpg,friends,"['friends', 'labrador', 'chihuahualove', 'chihuahua', 'chihuahuasofinstagram', 'chihuahualife', 'labradorsofinstagram', 'chihuahuaoftheday']"
friends/116796968_753896378754333_8469516696980151829_n.jpg,friends,"['friends', 'tbt', '2018']"
friends/117147666_968527763588521_3034841968413680004_n.jpg,friends,"['friends', 'zakynthos', 'cameoisland', 'summeringreece', 'summer2020', 'greece', 'holiday']"
friends/116906700_1214043375597589_5123193541953786348_n.jpg,friends,"['friends', 'lovemycity', 'öresund', 'bff', 'sunsoutbunsout', 'beach', 'staycation', 'tanlines', 'smile', 'swedishsummer', 'malmoe', 'summervibes', 'bikini', 'mermaids']"
friends/116778436_568162443879242_4841208116303575010_n.jpg,friends,"['friends', 'friendship']"
friends/116778441_2632951326963739_5482114898064434507_n.jpg,friends,"['friends', 'happy', '❤️', 'myfriend', 'fun', 'friends4life', 'friendship', 'bestfriends', 'friendsforever', 'actiitalk', 'frnzz']"
friends/117195428_223041795634404_3590433837907965057_n.jpg,friends,"['loveyourself', 'naseer___syed', 'likeforfollow', 'gainwithbundi', 'hrithvik_das', 'tbt', 'followforfollowback', 'nature', 'beutiful', 'carsofinstagram', 'nejumu', 'boommajahashtags', 'friends', 'kerala', 'madcrewzmedia', 'lovequotes', 'yaseen__x98', 'gangstersadmins', 'midhundev_u', 'gaintrick', 'gains', 'kerala360', 'likeforlikes', 'gangstersunitedkerala', 'churrasco', 'giveaway']"
friends/117210903_296877538396602_1542631091337186270_n.jpg,friends,['accutane']
friends/116796394_1626200050881104_1448346072102097719_n.jpg,friends,"['fotografía', 'photodays', 'niños', 'canon', 'naturaleza', 'familia', 'galifornia', 'arena', 'nomadafotografía', 'meirás', 'niñas', 'canonespaña', 'luz', 'playa', 'photoday', 'live', 'friends', 'photographer', 'galicia', 'fotografíainfantil', 'natural', 'agua', 'amor', 'peques', 'atardecer', 'photos']"
friends/117145772_116030566689783_3461508407816585243_n.jpg,friends,"['friends', 'beskidomaniacy', 'błatnia', 'trip', 'selfie', 'polishboys', 'summer', 'adventure', 'mountains', 'szczyt', 'beskidy', 'sunny', 'nofilter', 'walk', 'naturaphotography', 'polishgirl', 'szwendamsie']"
friends/117167349_150791109980184_313301383730895951_n.jpg,friends,"['edits', 'cute', 'tumblr', 'l', 'triste', 'cry', 'sadboy', 'viral', 'sadquotespage', 'smile', 'writer', 'explore', 'anime', 'edit', 'friends', 'positivevibes', 'depressed', 'amor', 'heart', 'explorepage', 'meme', 'thoughts', 'tiktok', 'me', 'lonely', 'frases']"
friends/116888173_333021254753400_8243364959829832538_n.jpg,friends,"['art', 'summer', 'fun', 'family', 'tbt', 'cute', 'instalike', 'nature', 'happy', 'smile', 'girl', 'repost', 'friends', 'food', 'fashion', 'like4like', 'selfie', 'me', 'likeforlike', 'followme', 'fitness']"
friends/116863752_155465609470263_1825622873541800144_n.jpg,friends,"['shivaan', 'funtime', 'friends', 'toddlerlife', 'crazinessoverloaded', 'playdates', 'platime', 'jumpingonmattress', 'London', 'ZaynaZaynaMunZalo', 'bubbles', 'with']"
friends/116797808_609686743020729_7631881502159384430_n.jpg,friends,"['friends', 'mazury', 'lakeside', 'wife', 'timeoff']"
friends/117186326_303954547381991_6292686367625768637_n.jpg,friends,"['art', 'summer', 'fun', 'family', 'tbt', 'cute', 'instalike', 'nature', 'happy', 'smile', 'girl', 'repost', 'friends', 'food', 'fashion', 'like4like', 'selfie', 'me', 'likeforlike', 'followme', 'fitness']"
friends/116899090_1150235358693726_1578014833471189838_n.jpg,friends,"['friends', 'friendstvshow', 'friendsshow', 'phoebefromfriends', 'phoebe', 'phoebebuffay']"
friends/116494836_1690539211095890_2665564421408033334_n.jpg,friends,"['art', 'summer', 'fun', 'family', 'tbt', 'cute', 'instalike', 'nature', 'happy', 'smile', 'girl', 'repost', 'friends', 'food', 'fashion', 'like4like', 'selfie', 'me', 'likeforlike', 'followme', 'fitness']"
friends/117208209_629052271368856_6402939492755472338_n.jpg,friends,"['ootd', 'art', 'mensfashion', 'jsskanpur', 'streetstyle', 'like4likes', 'kanpur', 'fashionblogger', 'friends', 'like', 'sportswear', 'friday', 'footballgloves', 'activewear', 'scrunchshort', 'clothing', 'athleticwear', 'tshirt', 'likeforlikes', 'sport', 'compressionwear']"
friends/116797685_814327599376819_3149463840797013091_n.jpg,friends,"['pic', 'friends', 'photoshoot', 'samsungnote10plus']"
friends/117169432_3361111013948659_2600583688177168351_n.jpg,friends,"['friends', 'goodtimes', 'summer', 'fire', 'enjoy', '1人絶対無視される人いるw', 'hanabi']"
friends/116918495_148291383587648_9100890152680678891_n.jpg,friends,"['friends', 'bestlife', 'walkinfaithnotbysight']"
friends/117080543_218397949508937_8477367685494477238_n.jpg,friends,"['fashiongirl', 'photoftheday', 'love4love', 'cute', 'follow4follow', 'lookbook', 'italianboy', 'friends', 'pretty', 'italiangirl', 'fashionstyle', 'polishgirl', 'like4like', 'istamood', 'curly', 'nice', 'me', 'nofilter', 'amazing']"
friends/116877241_218429549520375_7016097100998110549_n.jpg,friends,"['tagsforlikes', 'summer', 'fun', 'f4f', 'tbt', 'cute', 'instalike', 'smile', 'hashtagsbrasil', 'friends', 'deus', 'curitiba', 'food', 'fashion', 'moda', 'igers', 'like4like', 'make', 'likeforlike', 'followme', 'lilisabetudo']"
friends/117322303_912591162479896_3178752280252598798_n.jpg,friends,"['friends', 'Libertà', 'wearefamily', 'dream', 'lifestyle', 'amiche', 'teamapine', 'imprenditrice', 'axassuntamoccia', 'teamwork', 'workerbees', 'lovemyjob', 'donne', 'mamma', 'fitline', 'pminternational', 'lavoroonline', 'lavorodacasa']"
friends/116888175_765790644224712_4545021437051827848_n.jpg,friends,"['friends', 'spieldesjahres', 'spain', 'spiel', 'granadaspain', 'andalucia', 'brettspiel', 'granada', 'juegosdemesa', 'eurogame', 'tabletopgames', 'boardgaming', 'roadtrip', 'jeuxdesociete', 'boardgames']"
friends/117108069_2544161725686520_3243986834008314680_n.jpg,friends,"['friends', 'goodday', 'weare', 'selfie', 'home']"
friends/117283455_1182624788784954_7730807701193243888_n.jpg,friends,"['funtime', 'event', '18', 'instafun', 'fun', 'funtimes', 'night', 'balloon', 'happy', 'bestoftheday', 'crazy', 'girls', 'smile', 'instapic', 'memories', 'dress', 'friends', 'birthdayparty', 'birthday', 'guys', 'cool', 'instaparty', 'partying', 'pink', 'party', 'partysupply', 'chilling']"
friends/116882822_293000138584416_8561857019177440941_n.jpg,friends,['friends']
friends/117115037_2352459718383660_2097335073482542519_n.jpg,friends,"['friends', 'landscape', 'hiking', 'bivouac', 'pyrenees', 'trail', 'adventure', 'holidays', 'moutains', 'walk', 'trekking', 'nature']"
friends/117056876_583235799225465_1956758767704559383_n.jpg,friends,"['friends', 'rockandroll', 'praçadabandeira', 'garage', 'heavyduty', 'friendship', 'TBT']"
friends/116884366_938924323249608_544852965708062375_n.jpg,friends,"['tierra', 'fun', 'apptezza', 'afrohair', 'cute', 'africanstyle', 'nature', 'africanblogger', 'poderpersonal', 'happy', 'cielo', 'black', 'smile', 'girl', 'friends', 'africanbloggersclub', 'youcammakeup', 'fashion', 'like4like', 'maquillaje', 'me', 'blackbloggersclub', 'makeup', 'followme']"
friends/116872716_161041618843050_247333180241862412_n.jpg,friends,"['loveyourself', 'inspire', 'family', 'goodvibes', 'faith', 'os', 'dreamer', 'motivationalquotes', 'freedom', 'yourself', 'smile', 'candyland', 'friends', 'beauty', 'positivevibes', 'work', 'nevergiveup', 'artist', 'sue', 'world', 'thoughts', 'me', 'fitness', 'vision', 'dreamscometrue', 'money', 'hustle', 'dreaming']"
friends/117141623_618701612117130_3150107262105761178_n.jpg,friends,"['postthepeople', 'sgig', 'singapore', 'bangladesh', 'streetstyle', 'streetphotography', 'traveller', 'marriage', 'asian', 'quoteoftheday', 'explore', 'citylife', 'friends', 'hongkong', 'hkiger', 'city', 'storyofmylife', 'quotes', 'wedding', 'instory', 'me', 'iger', 'streetart']"
friends/117258696_602024583789299_8576928471551330414_n.jpg,friends,"['jejum', 'friends', 'sos', 'iurd', '2020', 'mensagensdefé', 'fé', 'fju', 'espiritosanto']"
friends/117127156_316239636234638_8563716271327873902_n.jpg,friends,"['friends', 'logodesigner', 'mellon', 'brandingdesign', 'graphicdesign', 'youtubechannel']"
friends/116833387_295901888139683_7923720785035198425_n.jpg,friends,"['friends', 'indian', 'dreamityataentertainment', 'jaishreeram']"
friends/117020266_337036444367476_5058850462987253146_n.jpg,friends,"['itsswritten', 'art', 'summer', 'fun', 'tbt', 'cute', 'nature', 'happy', 'smile', 'importanceoftheday', 'repost', 'friends', 'fashion', 'like4like', 'selfie', 'me', 'followme']"
friends/117168373_629934994588236_6369624646718155164_n.jpg,friends,"['landscape', 'flowers', 'nature', 'mobilephotography', 'Like4like', 'Picoftheday', 'Love', 'malayalam', 'landscapephotography', 'kerala', 'friends', 'Art', 'photographer', 'beach', 'passion', 'thrissur', 'TBT', 'fashion', 'Happy', 'followme', 'amazing']"
friends/117320635_145631167176545_1129992887546286678_n.jpg,friends,"['friends', 'explore', 'team', 'friendshipgoals', 'fly']"
friends/117124506_294978538381714_2143255569704598190_n.jpg,friends,['friends']
friends/116820700_113989713746274_3848643541075485065_n.jpg,friends,"['flowers', 'casablanca', 'américain', 'Sumer', 'paris', 'algeriens', 'friends', 'likesforlike', 'challenge', 'france', 'holland', 'cat', 'italia', 'fashion', 'this_is_morocco', 'plage', 'nice', 'roma', 'ukrania', 'makeup', 'abonnetoi', 'turkey']"
friends/116873942_171924521054817_5599903246834720090_n.jpg,friends,"['friends', 'holiday', 'summer', 'friendship', 'instagramstories', 'ilvolo', 'mariagraziabarone', 'amicizia']"
friends/116909143_3353313838083516_9076764722935734410_n.jpg,friends,"['friends', 'drinks', 'njoyclub', 'fridaynight', 'partytime', 'music', 'friday', 'njoy', 'fridayparty', 'party', 'dance']"
friends/117102602_924389261397826_5905181312936088814_n.jpg,friends,"['art', 'summer', 'fun', 'tbt', 'cute', 'nature', 'happy', 'smile', 'girl', 'repost', 'friends', 'food', 'picture', 'fashion', 'like4like', 'selfie', 'me', 'followme']"
friends/116795601_332777567768135_6645206857050480522_n.jpg,friends,"['friends', 'lion', 'happybirhday', 'прайд', 'congratulations', 'behappy']"
